conceptId,cdmSourceAbbreviation,covariateShortName,mean1,mean2,stdDiff
19003999,AMBULATORY EMR, mycophenolate mofetil,0.0107261922017684,1,-13.5815853072997
19117912,JMDC, immunoglobulin G,1,0.0308896210873147,7.92127935794886
2314206,PREMIER," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",0.682291666666667,0,2.07245795306277
2314207,PREMIER," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",0.664434523809524,0,1.98999715874069
19069019,JMDC, histamine,0.622960180315552,0,1.8178227403637
2314206,PharMetrics," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",0.599432806271236,0,1.73000581431184
2314207,PharMetrics," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",0.585921823581347,0,1.68226211247845
2314207,IBM MDCD," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",0.54484233030465,0,1.54728204555958
2314206,IBM MDCD," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",0.562052378407269,0.0128865979381443,1.52643239238828
2314206,IBM MDCR," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",0.518485622293771,0,1.46750208528031
2314207,IBM MDCR," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",0.498723215277007,0,1.41060686892165
2314206,OPTUM Extended DOD," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",0.478858889454916,0,1.35562980208935
4319466,PREMIER," Complete blood count with white cell differential, automated",0.552083333333333,0.0411639460610362,1.34930620124097
2314207,OPTUM Extended DOD," Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",0.466992298702466,0,1.32374128856217
